Brand,Model,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Honda,Civic,2011,0.5,21.44,79398,CNG,Dealer,Manual,5
Mahindra,Bolero,2023,14.88,19.5,131158,CNG,Dealer,Automatic,1
Honda,City,2013,0.5,12.1,70443,Petrol,Dealer,Automatic,4
Toyota,Fortuner,2006,0.5,5.8,123237,CNG,Individual,Automatic,3
Mahindra,Bolero,2021,10.77,17.99,120974,CNG,Dealer,Manual,0
Mahindra,Bolero,2013,0.5,6.06,191246,Petrol,Individual,Automatic,0
Tata,Tiago,2016,3.21,19.79,72823,Diesel,Individual,Manual,5
Honda,Civic,2023,17.21,21.7,40724,CNG,Individual,Automatic,1
Toyota,Etios,2012,0.5,17.38,8582,CNG,Dealer,Automatic,0
Hyundai,i20,2012,0.5,15.72,157082,Diesel,Dealer,Manual,0
Tata,Nexon,2018,8.62,24.9,126802,Diesel,Dealer,Manual,4
Toyota,Etios,2015,1.74,11.72,27340,CNG,Individual,Manual,0
Honda,City,2005,0.5,19.68,106447,Diesel,Individual,Manual,2
Hyundai,Creta,2017,3.46,19.07,154052,Petrol,Individual,Manual,3
Mahindra,XUV500,2015,0.5,16.92,194054,Diesel,Individual,Manual,0
Mahindra,Scorpio,2006,0.5,22.87,149240,CNG,Dealer,Manual,5
Maruti,Alto,2012,0.5,8.16,111226,Diesel,Individual,Manual,4
Tata,Tiago,2022,13.92,23.29,169666,CNG,Dealer,Manual,2
Honda,Civic,2013,0.5,19.59,121950,Petrol,Dealer,Manual,5
Hyundai,Verna,2007,0.5,12.43,154961,Diesel,Individual,Manual,3
Honda,City,2006,0.5,6.92,163440,Diesel,Dealer,Manual,2
Mahindra,Scorpio,2007,0.5,21.7,131311,CNG,Dealer,Automatic,1
Honda,Amaze,2013,0.5,19.0,56778,Diesel,Individual,Automatic,3
Honda,Civic,2009,0.5,13.51,179905,Petrol,Dealer,Manual,2
Kia,Seltos,2006,0.5,16.94,152217,Petrol,Individual,Automatic,3
Honda,Amaze,2012,0.5,4.24,164743,CNG,Individual,Manual,3
Hyundai,Creta,2012,0.5,10.77,147512,Diesel,Individual,Manual,1
Hyundai,Venue,2023,18.12,22.79,66200,Diesel,Dealer,Manual,2
Hyundai,Verna,2005,0.5,11.52,141778,Petrol,Individual,Automatic,3
Kia,Seltos,2008,0.5,23.68,93472,Petrol,Dealer,Manual,1
Mahindra,XUV500,2015,4.41,23.28,31477,Diesel,Dealer,Automatic,4
Mahindra,Bolero,2006,0.5,24.93,37656,Diesel,Dealer,Manual,2
Tata,Harrier,2020,10.81,22.95,135076,CNG,Individual,Automatic,4
Hyundai,Verna,2014,0.5,5.37,163236,CNG,Individual,Manual,3
Honda,City,2008,0.5,18.56,95877,Diesel,Dealer,Automatic,2
Toyota,Innova,2005,0.5,20.82,60335,CNG,Dealer,Manual,3
Honda,City,2006,0.5,4.46,28764,Petrol,Dealer,Automatic,3
Kia,Seltos,2022,0.5,5.26,186128,Petrol,Dealer,Manual,3
Toyota,Innova,2022,11.39,20.75,127278,Petrol,Individual,Manual,5
Hyundai,Verna,2019,0.5,4.78,125072,CNG,Dealer,Automatic,5
Mahindra,Scorpio,2006,0.5,17.7,27519,CNG,Dealer,Manual,1
Kia,Sonet,2019,4.14,13.04,116225,Petrol,Individual,Automatic,3
Hyundai,i20,2009,0.5,18.81,32137,Diesel,Individual,Manual,3
Toyota,Etios,2006,0.5,24.86,96858,Petrol,Individual,Manual,3
Maruti,Swift,2014,0.5,15.14,177771,Petrol,Dealer,Manual,2
Tata,Nexon,2014,0.5,4.38,126950,Petrol,Individual,Manual,2
Tata,Nexon,2010,0.5,13.48,12709,Petrol,Individual,Automatic,0
Mahindra,Scorpio,2013,0.92,13.47,74731,Petrol,Dealer,Automatic,1
Tata,Tiago,2013,0.5,16.05,180956,CNG,Individual,Automatic,2
Maruti,Dzire,2005,0.5,3.09,93186,Diesel,Individual,Automatic,4
Hyundai,i20,2013,0.5,23.5,80787,CNG,Individual,Automatic,3
Toyota,Fortuner,2013,0.5,6.69,29454,Diesel,Dealer,Manual,3
Kia,Sonet,2015,0.5,20.06,173923,CNG,Individual,Automatic,4
Honda,Amaze,2022,5.72,12.29,175509,CNG,Dealer,Automatic,1
Tata,Harrier,2016,5.84,23.73,24256,Petrol,Dealer,Manual,2
Hyundai,Verna,2023,10.56,14.09,100914,Diesel,Dealer,Manual,0
Toyota,Innova,2010,0.5,19.27,156636,Diesel,Dealer,Manual,2
Honda,City,2015,0.72,16.88,78756,Diesel,Individual,Manual,4
Mahindra,Bolero,2019,4.86,10.61,24987,Diesel,Dealer,Manual,2
Kia,Seltos,2019,1.35,9.37,102638,CNG,Individual,Manual,4
Mahindra,Scorpio,2021,14.04,20.86,61267,Diesel,Dealer,Manual,0
Hyundai,Venue,2021,8.9,16.06,77421,Petrol,Individual,Manual,1
Mahindra,Bolero,2022,16.54,24.86,85879,Petrol,Individual,Automatic,2
Mahindra,Scorpio,2020,1.11,6.54,164479,Diesel,Dealer,Manual,3
Mahindra,Bolero,2022,3.59,8.82,88443,CNG,Individual,Manual,2
Hyundai,Venue,2019,1.11,6.69,98678,Petrol,Dealer,Manual,5
Mahindra,Bolero,2012,0.5,17.4,150673,Diesel,Individual,Automatic,5
Maruti,Baleno,2022,14.6,19.21,68636,Petrol,Dealer,Automatic,0
Mahindra,Scorpio,2007,0.5,22.93,124595,CNG,Individual,Automatic,1
Tata,Nexon,2006,0.5,9.72,111987,Petrol,Individual,Manual,1
Tata,Harrier,2015,2.37,21.05,9325,Petrol,Individual,Manual,4
Honda,City,2023,10.49,16.98,190260,Petrol,Individual,Manual,0
Honda,Civic,2008,0.5,9.92,53167,CNG,Dealer,Manual,5
Tata,Harrier,2024,1.09,4.4,174183,Petrol,Dealer,Manual,0
Tata,Tiago,2016,0.99,3.32,45841,Diesel,Dealer,Automatic,2
Mahindra,XUV500,2020,13.37,24.9,28231,CNG,Individual,Manual,1
Hyundai,i20,2023,10.02,13.92,105415,Diesel,Dealer,Automatic,4
Honda,Amaze,2021,0.5,3.02,131840,Diesel,Individual,Manual,2
Honda,Amaze,2007,0.5,6.22,63910,Diesel,Dealer,Manual,2
Kia,Sonet,2010,0.5,9.55,33041,Diesel,Dealer,Automatic,1
Tata,Harrier,2022,8.02,16.33,183045,CNG,Dealer,Automatic,2
Kia,Sonet,2015,0.51,13.64,137392,Diesel,Individual,Manual,0
Tata,Tiago,2007,0.5,14.76,75452,Petrol,Individual,Automatic,2
Tata,Tiago,2011,0.5,7.84,161330,CNG,Individual,Automatic,0
Hyundai,i20,2023,4.33,7.4,99098,Petrol,Individual,Manual,0
Honda,Amaze,2019,12.85,22.79,14111,CNG,Dealer,Automatic,0
Kia,Seltos,2022,15.81,21.44,8312,Petrol,Individual,Manual,1
Tata,Nexon,2007,0.5,14.08,24974,Petrol,Individual,Manual,2
Toyota,Fortuner,2012,0.5,22.02,32558,CNG,Dealer,Automatic,4
Toyota,Etios,2012,0.5,15.02,90628,Petrol,Dealer,Manual,1
Honda,City,2010,0.5,21.68,188565,Petrol,Dealer,Automatic,0
Maruti,Dzire,2005,0.5,16.31,83655,Petrol,Dealer,Automatic,2
Toyota,Etios,2009,0.5,3.01,173931,Petrol,Dealer,Manual,2
Toyota,Innova,2012,0.5,15.51,177939,CNG,Individual,Manual,5
Maruti,Alto,2017,0.5,5.05,196396,CNG,Dealer,Automatic,3
Kia,Sonet,2021,1.0,4.01,142464,Petrol,Dealer,Automatic,0
Honda,City,2006,0.5,17.49,173540,Petrol,Individual,Manual,2
Tata,Tiago,2012,0.5,8.08,37964,Diesel,Dealer,Automatic,1
Toyota,Innova,2020,6.54,13.91,113437,Petrol,Individual,Automatic,2
Tata,Tiago,2011,0.5,3.29,119603,Diesel,Individual,Manual,3
Mahindra,Scorpio,2017,0.5,4.64,120754,CNG,Individual,Automatic,4
Kia,Sonet,2019,5.11,16.73,141546,Petrol,Dealer,Manual,4
Tata,Nexon,2021,11.43,18.09,55078,Petrol,Individual,Automatic,3
Toyota,Innova,2013,0.5,14.52,146942,Diesel,Individual,Automatic,4
Maruti,Alto,2022,2.85,5.11,121644,Diesel,Dealer,Automatic,0
Mahindra,XUV500,2024,5.6,8.68,54355,Petrol,Individual,Automatic,5
Honda,City,2015,0.93,19.0,55776,CNG,Individual,Manual,4
Mahindra,XUV500,2017,5.68,18.44,27051,Petrol,Dealer,Manual,2
Maruti,Alto,2024,8.92,12.28,55251,CNG,Dealer,Automatic,5
Mahindra,Bolero,2024,19.13,21.82,86346,Diesel,Dealer,Manual,1
Tata,Nexon,2022,13.87,21.21,69751,Diesel,Individual,Manual,3
Maruti,Dzire,2021,12.86,22.4,142325,CNG,Individual,Automatic,0
Maruti,Alto,2010,0.5,22.12,116767,Diesel,Individual,Automatic,0
Hyundai,Creta,2013,0.5,10.18,138893,CNG,Dealer,Manual,4
Toyota,Innova,2007,0.5,8.7,61701,CNG,Dealer,Manual,2
Kia,Seltos,2016,0.5,6.83,166548,CNG,Individual,Automatic,0
Tata,Tiago,2022,16.66,23.74,48109,Petrol,Individual,Manual,0
Mahindra,Bolero,2005,0.5,16.07,121517,Petrol,Dealer,Manual,0
Hyundai,Verna,2008,0.5,4.13,93339,Diesel,Individual,Manual,2
Tata,Harrier,2020,13.07,23.57,151586,Diesel,Dealer,Automatic,0
Toyota,Innova,2013,0.5,22.07,10443,Petrol,Individual,Automatic,5
Toyota,Fortuner,2021,14.67,21.33,34134,Diesel,Individual,Automatic,2
Toyota,Innova,2016,3.54,17.24,10858,Petrol,Dealer,Automatic,4
Hyundai,Verna,2022,4.27,7.21,83751,Diesel,Dealer,Manual,2
Mahindra,Bolero,2007,0.5,8.26,134373,CNG,Dealer,Automatic,5
Kia,Sonet,2024,8.2,11.57,135294,CNG,Dealer,Manual,0
Hyundai,Creta,2014,1.33,24.18,71015,Diesel,Individual,Manual,0
Toyota,Fortuner,2021,9.83,17.83,99848,CNG,Dealer,Automatic,4
Honda,Amaze,2020,9.39,18.9,19854,Petrol,Individual,Manual,4
Mahindra,XUV500,2013,0.5,6.84,113336,Petrol,Dealer,Automatic,0
Maruti,Baleno,2018,0.65,5.19,46627,Petrol,Individual,Automatic,2
Tata,Nexon,2014,0.5,4.88,88308,CNG,Dealer,Manual,4
Kia,Sonet,2016,2.05,18.08,175599,Petrol,Individual,Automatic,1
Hyundai,Venue,2010,0.5,8.84,84221,CNG,Individual,Manual,0
Kia,Sonet,2022,5.86,8.14,118142,Petrol,Dealer,Automatic,0
Toyota,Innova,2012,0.5,8.39,168009,Diesel,Dealer,Automatic,4
Kia,Sonet,2016,0.57,14.03,190043,Petrol,Dealer,Automatic,1
Hyundai,i20,2022,1.29,5.9,103670,Petrol,Individual,Manual,2
Mahindra,Scorpio,2007,0.5,21.52,184696,Petrol,Dealer,Automatic,3
Maruti,Swift,2023,7.55,13.8,175531,Diesel,Individual,Manual,3
Honda,Civic,2015,0.5,9.65,126487,CNG,Dealer,Automatic,4
Toyota,Fortuner,2012,0.5,3.59,92745,Petrol,Dealer,Manual,1
Kia,Seltos,2015,0.5,14.45,175556,Diesel,Individual,Automatic,5
Toyota,Etios,2009,0.5,15.45,128855,Diesel,Dealer,Manual,0
Toyota,Etios,2023,12.87,17.7,154468,Diesel,Dealer,Automatic,3
Maruti,Dzire,2019,8.14,21.13,114728,Diesel,Individual,Manual,0
Hyundai,Venue,2024,12.1,16.7,114121,CNG,Dealer,Manual,2
Honda,Amaze,2011,0.5,11.81,167802,CNG,Individual,Automatic,4
Honda,Amaze,2018,7.36,19.01,22639,CNG,Dealer,Automatic,5
Kia,Sonet,2005,0.5,8.9,156449,Diesel,Dealer,Manual,2
Kia,Sonet,2020,5.92,10.78,69179,Diesel,Dealer,Automatic,5
Honda,City,2015,2.88,22.92,84609,CNG,Dealer,Automatic,2
Honda,City,2012,0.5,15.64,15013,Diesel,Individual,Manual,4
Hyundai,Verna,2010,0.5,6.53,139005,CNG,Dealer,Automatic,1
Toyota,Innova,2016,0.5,13.89,191753,CNG,Individual,Manual,5
Hyundai,Venue,2011,0.5,9.59,44269,CNG,Dealer,Manual,4
Maruti,Dzire,2007,0.5,6.57,18288,Petrol,Dealer,Automatic,3
Kia,Sonet,2023,10.03,17.84,148981,Petrol,Individual,Manual,5
Tata,Tiago,2021,11.85,21.18,101256,CNG,Individual,Automatic,1
Honda,Amaze,2021,14.89,24.96,20518,CNG,Individual,Manual,5
Maruti,Swift,2022,0.5,3.94,103039,CNG,Individual,Automatic,4
Toyota,Innova,2022,13.02,17.19,23865,Petrol,Individual,Automatic,2
Toyota,Etios,2022,19.23,24.74,10074,Petrol,Dealer,Manual,0
Toyota,Etios,2011,0.5,3.02,128427,Petrol,Dealer,Manual,0
Honda,Amaze,2013,0.5,14.82,108642,Diesel,Individual,Manual,4
Tata,Nexon,2009,0.5,21.7,64322,CNG,Dealer,Automatic,3
Kia,Seltos,2006,0.5,16.89,15308,Petrol,Dealer,Automatic,0
Mahindra,Scorpio,2022,7.85,10.68,17339,Petrol,Dealer,Automatic,4
Honda,Amaze,2008,0.5,16.21,187733,CNG,Individual,Manual,0
Kia,Seltos,2020,1.11,6.56,125424,Diesel,Dealer,Automatic,5
Toyota,Innova,2024,11.84,15.14,95020,Diesel,Dealer,Automatic,4
Tata,Tiago,2024,19.26,20.76,12689,Diesel,Individual,Manual,0
Mahindra,Scorpio,2011,0.5,17.61,108776,Diesel,Individual,Automatic,4
Mahindra,Bolero,2020,1.25,8.4,158789,Petrol,Individual,Automatic,1
Hyundai,Creta,2018,7.61,22.72,151382,CNG,Dealer,Manual,1
Tata,Nexon,2020,2.18,7.17,66513,CNG,Dealer,Manual,5
Tata,Harrier,2007,0.5,23.57,43272,Diesel,Individual,Automatic,5
Mahindra,Scorpio,2013,0.5,17.57,89573,Petrol,Dealer,Automatic,0
Hyundai,Verna,2014,0.5,17.59,103078,Petrol,Dealer,Manual,2
Honda,City,2008,0.5,24.13,101508,Petrol,Dealer,Manual,5
Maruti,Dzire,2016,0.5,11.7,95330,CNG,Dealer,Manual,5
Kia,Seltos,2014,1.89,16.76,92677,Petrol,Dealer,Automatic,2
Honda,City,2006,0.5,13.2,93336,Diesel,Dealer,Automatic,3
Kia,Seltos,2010,0.5,6.92,141206,Diesel,Individual,Manual,3
Kia,Seltos,2019,8.86,19.95,19223,CNG,Individual,Manual,4
Tata,Nexon,2022,6.46,10.14,39813,CNG,Dealer,Manual,3
Honda,Civic,2006,0.5,11.35,78545,Petrol,Dealer,Manual,3
Maruti,Alto,2009,0.5,12.9,125595,Diesel,Dealer,Automatic,2
Tata,Nexon,2009,0.5,5.54,73486,CNG,Dealer,Manual,2
Honda,Amaze,2023,8.9,14.29,114259,Diesel,Individual,Manual,4
Tata,Nexon,2009,0.5,23.93,164307,Petrol,Dealer,Manual,0
Toyota,Innova,2022,15.8,22.25,11250,CNG,Individual,Manual,1
Tata,Nexon,2023,13.5,19.47,137574,CNG,Individual,Automatic,0
Toyota,Fortuner,2013,0.5,12.63,25125,Petrol,Dealer,Manual,0
Honda,City,2014,0.5,14.89,194443,Petrol,Dealer,Automatic,0
Honda,City,2015,3.56,22.3,84350,Diesel,Dealer,Automatic,3
Kia,Seltos,2024,14.87,18.56,115603,Diesel,Individual,Automatic,2
Honda,Amaze,2021,12.81,22.17,43949,CNG,Individual,Manual,4
Toyota,Fortuner,2022,0.89,6.86,178693,Diesel,Individual,Manual,3
Toyota,Etios,2017,1.27,8.23,21695,Diesel,Individual,Manual,5
Hyundai,Creta,2020,11.44,19.29,53246,Diesel,Individual,Automatic,0
Mahindra,Bolero,2006,0.5,7.4,194376,Petrol,Dealer,Automatic,5
Tata,Harrier,2013,0.5,12.24,24652,CNG,Dealer,Automatic,4
Tata,Harrier,2023,8.36,10.72,33669,CNG,Dealer,Automatic,4
Maruti,Swift,2022,2.68,3.12,48482,Petrol,Dealer,Automatic,2
Kia,Sonet,2013,0.5,11.94,185289,Petrol,Individual,Manual,0
Toyota,Fortuner,2018,1.82,10.08,164074,Diesel,Individual,Manual,0
Maruti,Dzire,2013,0.5,17.34,98382,CNG,Individual,Manual,3
Tata,Nexon,2023,4.97,8.94,185265,Petrol,Dealer,Automatic,0
Toyota,Innova,2024,21.29,24.74,76905,Petrol,Dealer,Manual,0
Kia,Sonet,2021,2.19,10.45,187172,CNG,Individual,Manual,1
Honda,Civic,2012,0.5,5.94,40724,Petrol,Individual,Automatic,0
Toyota,Fortuner,2008,0.5,19.78,63169,Diesel,Individual,Automatic,4
Maruti,Swift,2014,0.5,5.14,90126,Diesel,Individual,Manual,5
Honda,City,2018,7.04,21.42,148197,Diesel,Dealer,Automatic,5
Hyundai,Venue,2017,2.67,11.14,47284,Diesel,Individual,Automatic,5
Kia,Sonet,2013,0.5,12.27,161822,Petrol,Individual,Automatic,2
Toyota,Etios,2020,14.14,24.89,62347,Diesel,Individual,Manual,0
Mahindra,Scorpio,2005,0.5,17.66,131794,CNG,Dealer,Automatic,4
Hyundai,Verna,2005,0.5,21.58,5439,Diesel,Dealer,Automatic,2
Maruti,Dzire,2018,10.25,24.35,7263,Diesel,Dealer,Manual,5
Maruti,Baleno,2015,0.5,9.88,59403,CNG,Dealer,Manual,1
Maruti,Baleno,2012,0.5,7.02,103981,Diesel,Dealer,Automatic,1
Hyundai,Verna,2006,0.5,15.19,148070,Diesel,Individual,Automatic,0
Mahindra,XUV500,2023,15.23,21.57,58107,Petrol,Individual,Manual,4
Hyundai,Creta,2009,0.5,19.96,48858,Petrol,Individual,Automatic,4
Mahindra,XUV500,2021,0.5,4.43,176633,Petrol,Dealer,Automatic,4
Mahindra,Scorpio,2011,0.5,16.1,101451,CNG,Dealer,Manual,0
Tata,Harrier,2006,0.5,19.72,176443,Diesel,Individual,Manual,3
Maruti,Alto,2023,15.94,22.03,199781,Diesel,Individual,Automatic,0
Hyundai,i20,2005,0.5,15.1,79129,Petrol,Dealer,Automatic,1
Kia,Sonet,2019,4.96,13.57,88893,CNG,Dealer,Manual,0
Toyota,Innova,2013,0.5,4.83,6207,Petrol,Individual,Automatic,3
Kia,Seltos,2013,0.5,17.69,11606,CNG,Individual,Manual,2
Maruti,Dzire,2008,0.5,23.68,48355,Petrol,Individual,Automatic,2
Maruti,Baleno,2006,0.5,14.68,63073,Diesel,Dealer,Manual,3
Honda,Amaze,2008,0.5,14.84,187619,Petrol,Dealer,Automatic,0
Mahindra,Scorpio,2016,2.39,18.73,182893,Petrol,Dealer,Automatic,2
Tata,Tiago,2020,10.83,19.88,119012,Diesel,Dealer,Automatic,3
Mahindra,XUV500,2012,0.5,20.9,185393,Diesel,Individual,Manual,2
Kia,Sonet,2014,0.5,22.67,26755,Diesel,Individual,Manual,5
Maruti,Dzire,2008,0.5,9.47,46186,CNG,Dealer,Automatic,4
Mahindra,Scorpio,2016,0.5,5.4,32151,Petrol,Individual,Manual,4
Toyota,Etios,2022,7.59,12.26,12804,CNG,Individual,Manual,1
Maruti,Alto,2012,0.5,13.8,110612,CNG,Individual,Manual,5
Hyundai,Venue,2006,0.5,5.9,189823,Petrol,Individual,Automatic,2
Hyundai,Venue,2024,15.44,19.41,129403,Petrol,Individual,Automatic,3
Kia,Seltos,2021,5.33,9.96,55233,Diesel,Individual,Manual,1
Maruti,Baleno,2021,0.5,4.4,174110,Diesel,Dealer,Automatic,5
Kia,Seltos,2021,2.76,4.37,39212,Diesel,Dealer,Manual,2
Tata,Tiago,2016,4.2,17.35,21459,Petrol,Individual,Automatic,1
Honda,Amaze,2018,3.32,11.06,45542,Petrol,Individual,Automatic,4
Tata,Tiago,2016,0.5,6.17,135645,CNG,Dealer,Manual,5
Toyota,Innova,2024,7.04,12.2,163826,CNG,Dealer,Manual,5
Honda,City,2006,0.5,15.23,181341,Diesel,Individual,Manual,4
Kia,Seltos,2006,0.5,11.01,117649,CNG,Individual,Manual,0
Mahindra,Bolero,2020,2.3,7.02,131574,Petrol,Individual,Automatic,0
Tata,Nexon,2005,0.5,12.98,60537,CNG,Individual,Automatic,1
Toyota,Innova,2020,1.36,7.48,146336,Diesel,Individual,Automatic,5
Tata,Tiago,2020,7.52,15.12,48645,Diesel,Individual,Manual,2
Toyota,Fortuner,2008,0.5,13.65,150350,Diesel,Individual,Manual,0
Hyundai,i20,2023,10.28,16.2,153688,Petrol,Individual,Automatic,0
Honda,City,2005,0.5,4.18,194127,Diesel,Individual,Manual,0
Mahindra,XUV500,2021,0.5,3.89,177712,Petrol,Dealer,Automatic,5
Mahindra,Bolero,2008,0.5,13.37,104570,Petrol,Dealer,Manual,0
Tata,Harrier,2006,0.5,13.13,84089,Diesel,Dealer,Automatic,1
Hyundai,Venue,2024,7.63,8.54,24677,CNG,Dealer,Automatic,0
Honda,Civic,2024,20.85,23.87,36395,Petrol,Dealer,Manual,1
Kia,Sonet,2006,0.5,18.35,123147,CNG,Individual,Automatic,1
Toyota,Fortuner,2009,0.5,18.48,120399,CNG,Individual,Automatic,2
Hyundai,Creta,2021,9.16,19.44,176903,CNG,Dealer,Automatic,3
Maruti,Swift,2010,0.5,23.03,10574,CNG,Dealer,Automatic,3
Mahindra,XUV500,2009,0.5,13.28,60479,CNG,Dealer,Manual,1
Maruti,Alto,2019,0.5,5.04,139915,Diesel,Individual,Manual,5
Hyundai,Venue,2022,5.11,10.44,175725,CNG,Dealer,Manual,0
Hyundai,Creta,2011,0.5,22.89,141680,Diesel,Dealer,Manual,2
Honda,Civic,2017,2.39,19.05,178947,CNG,Individual,Automatic,2
Kia,Seltos,2015,0.5,13.44,196725,CNG,Dealer,Manual,5
Maruti,Alto,2012,0.5,20.89,152935,Diesel,Dealer,Automatic,1
Kia,Seltos,2015,1.21,13.95,79196,CNG,Dealer,Manual,2
Toyota,Innova,2009,0.5,6.06,26879,Petrol,Dealer,Automatic,3
Honda,Amaze,2018,0.5,5.34,157337,Petrol,Dealer,Manual,4
Toyota,Etios,2017,3.02,13.2,117716,Diesel,Dealer,Manual,3
Kia,Sonet,2008,0.5,15.85,161558,Diesel,Dealer,Manual,5
Toyota,Etios,2020,9.2,18.98,48675,Petrol,Dealer,Manual,3
Maruti,Dzire,2019,9.2,18.55,74784,Diesel,Dealer,Manual,2
Kia,Seltos,2014,0.5,18.81,154011,CNG,Dealer,Automatic,1
Mahindra,XUV500,2022,8.76,14.27,103346,Diesel,Dealer,Automatic,4
Hyundai,Verna,2009,0.5,20.25,109686,CNG,Dealer,Automatic,4
Hyundai,Verna,2009,0.5,12.34,14558,CNG,Dealer,Manual,5
Toyota,Innova,2006,0.5,7.23,119298,Petrol,Individual,Manual,4
Toyota,Etios,2021,15.54,24.47,100059,CNG,Dealer,Automatic,0
Tata,Harrier,2017,3.83,13.85,98508,CNG,Dealer,Automatic,0
Honda,Civic,2009,0.5,4.42,77227,CNG,Dealer,Manual,3
Mahindra,XUV500,2006,0.5,9.79,140630,CNG,Dealer,Automatic,0
Maruti,Swift,2017,0.61,13.62,160748,Diesel,Dealer,Manual,2
Mahindra,XUV500,2021,11.15,23.85,158442,CNG,Individual,Automatic,5
Kia,Seltos,2023,17.6,20.96,45965,Diesel,Dealer,Automatic,0
Kia,Seltos,2008,0.5,14.46,18788,Diesel,Dealer,Automatic,2
Kia,Seltos,2011,0.5,14.38,165470,Petrol,Dealer,Manual,4
Toyota,Innova,2022,9.57,13.45,37045,Diesel,Individual,Automatic,3
Maruti,Dzire,2007,0.5,10.64,159984,Diesel,Individual,Automatic,3
Honda,City,2024,0.5,3.67,167554,Diesel,Dealer,Automatic,5
Hyundai,Venue,2024,14.14,18.2,123160,Diesel,Individual,Automatic,5
Honda,City,2012,0.5,20.79,116590,Diesel,Dealer,Automatic,5
Kia,Seltos,2011,0.5,15.77,141237,Petrol,Dealer,Manual,2
Kia,Sonet,2007,0.5,17.96,45520,Petrol,Dealer,Automatic,5
Toyota,Etios,2014,3.53,21.21,7823,Petrol,Dealer,Manual,0
Maruti,Dzire,2014,0.5,16.6,42125,CNG,Individual,Automatic,5
Kia,Sonet,2011,0.5,16.65,110730,Petrol,Dealer,Automatic,2
Maruti,Swift,2024,0.5,3.16,69902,Petrol,Individual,Manual,1
Honda,Amaze,2009,0.5,8.8,171282,Diesel,Individual,Automatic,0
Maruti,Dzire,2022,14.65,22.25,99593,Diesel,Individual,Automatic,5
Tata,Tiago,2009,0.5,21.99,63581,Diesel,Individual,Automatic,2
Kia,Sonet,2013,0.5,22.74,130290,Diesel,Individual,Manual,2
Toyota,Fortuner,2010,0.5,12.9,165603,Diesel,Dealer,Automatic,5
Tata,Tiago,2013,0.5,7.92,164432,Petrol,Individual,Manual,4
Tata,Nexon,2012,0.5,19.76,96105,CNG,Individual,Automatic,2
Toyota,Innova,2020,9.38,19.75,168688,Diesel,Dealer,Automatic,4
Hyundai,Creta,2010,0.5,24.63,196755,CNG,Individual,Automatic,4
Honda,City,2019,5.9,18.43,112822,CNG,Individual,Manual,3
Kia,Sonet,2021,0.5,5.98,155432,CNG,Individual,Manual,1
Honda,Civic,2006,0.5,6.64,122453,Diesel,Dealer,Automatic,4
Mahindra,Bolero,2012,0.5,24.9,120102,Diesel,Individual,Automatic,5
Hyundai,Verna,2019,10.82,23.6,50494,Diesel,Individual,Manual,1
Maruti,Swift,2005,0.5,14.85,143760,Petrol,Dealer,Automatic,5
Maruti,Dzire,2021,7.24,13.51,18226,Petrol,Individual,Manual,4
Kia,Seltos,2005,0.5,20.5,28436,CNG,Dealer,Manual,0
Maruti,Baleno,2005,0.5,16.33,126520,CNG,Individual,Manual,1
Tata,Harrier,2017,4.16,24.92,135499,CNG,Individual,Manual,3
Toyota,Fortuner,2007,0.5,8.28,197756,Diesel,Individual,Manual,4
Tata,Tiago,2010,0.5,11.24,150576,Petrol,Dealer,Automatic,4
Tata,Tiago,2021,14.99,22.94,91468,Petrol,Individual,Automatic,0
Mahindra,Bolero,2017,0.89,8.74,111607,CNG,Dealer,Manual,1
Mahindra,Bolero,2024,10.67,17.97,190346,CNG,Individual,Manual,5
Maruti,Baleno,2020,6.36,11.64,46655,Petrol,Individual,Automatic,1
Hyundai,Creta,2020,12.17,23.79,104562,Petrol,Individual,Automatic,3
Maruti,Baleno,2013,0.5,12.74,34633,CNG,Dealer,Automatic,0
Kia,Sonet,2011,0.5,22.57,169523,Petrol,Individual,Automatic,4
Toyota,Etios,2005,0.5,17.73,145536,Petrol,Dealer,Manual,5
Hyundai,Creta,2007,0.5,14.43,168614,Diesel,Individual,Automatic,2
Mahindra,Bolero,2007,0.5,16.52,140281,CNG,Individual,Automatic,2
Maruti,Dzire,2013,0.5,5.92,78692,Diesel,Dealer,Automatic,2
Tata,Tiago,2011,0.5,19.12,45176,Diesel,Dealer,Automatic,5
Hyundai,Venue,2006,0.5,11.55,113195,Petrol,Individual,Automatic,5
Toyota,Fortuner,2021,9.57,16.1,80299,Diesel,Individual,Manual,2
Maruti,Baleno,2008,0.5,23.77,112210,Petrol,Dealer,Manual,3
Hyundai,Verna,2005,0.5,13.71,178674,Diesel,Individual,Manual,3
Tata,Harrier,2012,0.5,6.55,164250,CNG,Dealer,Manual,3
Mahindra,Bolero,2020,0.5,4.52,147652,CNG,Dealer,Automatic,2
Toyota,Innova,2011,0.5,19.41,51812,Petrol,Dealer,Manual,4
Kia,Sonet,2013,0.5,4.12,127482,CNG,Dealer,Automatic,3
Hyundai,i20,2019,3.17,13.52,190245,Petrol,Dealer,Manual,2
Tata,Tiago,2024,13.36,14.39,88139,Diesel,Dealer,Automatic,0
Mahindra,XUV500,2018,8.04,22.78,81740,CNG,Dealer,Automatic,3
Honda,Amaze,2017,6.85,20.08,73164,Diesel,Dealer,Manual,0
